,Cont,RegUp,RegDown,Flex
2050-02-04 16:00:00,0.0,0.0,0.0,0.0
2050-02-04 17:00:00,0.0,0.0,0.0,0.0
2050-02-04 18:00:00,0.0,0.0,0.0,0.0
2050-02-04 19:00:00,0.0,0.0,0.0,0.0
2050-02-04 20:00:00,0.0,0.0,0.0,0.0
2050-02-04 21:00:00,0.0,0.0,0.0,0.0
2050-02-04 22:00:00,0.0,0.0,0.0,0.0
2050-02-04 23:00:00,0.0,0.0,0.0,0.0
2050-02-05 00:00:00,0.0,0.0,0.0,0.0
2050-02-05 01:00:00,0.0,0.0,0.0,0.0
2050-02-05 02:00:00,0.0,0.0,0.0,0.0
2050-02-05 03:00:00,0.0,0.0,0.0,0.0
2050-02-05 04:00:00,0.0,0.0,0.0,0.0
2050-02-05 05:00:00,0.0,0.0,0.0,0.0
2050-02-05 06:00:00,0.0,0.0,0.0,0.0
2050-02-05 07:00:00,0.0,0.0,0.0,0.0
2050-02-05 08:00:00,0.0,0.0,0.0,0.0
2050-02-05 09:00:00,0.0,0.0,0.0,0.0
2050-02-05 10:00:00,0.0,0.0,0.0,0.0
2050-02-05 11:00:00,0.0,0.0,0.0,0.0
2050-02-05 12:00:00,0.0,0.0,0.0,0.0
2050-02-05 13:00:00,0.0,0.0,0.0,0.0
2050-02-05 14:00:00,0.0,0.0,0.0,0.0
2050-02-05 15:00:00,0.0,0.0,0.0,0.0
2050-02-05 16:00:00,0.0,0.0,0.0,0.0
2050-02-05 17:00:00,0.0,0.0,0.0,0.0
2050-02-05 18:00:00,0.0,0.0,0.0,0.0
2050-02-05 19:00:00,0.0,0.0,0.0,0.0
2050-02-05 20:00:00,0.0,0.0,0.0,0.0
2050-02-05 21:00:00,0.0,0.0,0.0,0.0
2050-02-05 22:00:00,0.0,0.0,0.0,0.0
2050-02-05 23:00:00,0.0,0.0,0.0,0.0
2050-02-06 00:00:00,0.0,0.0,0.0,0.0
2050-02-06 01:00:00,0.0,0.0,0.0,0.0
2050-02-06 02:00:00,0.0,0.0,0.0,0.0
2050-02-06 03:00:00,0.0,0.0,0.0,0.0
2050-02-06 04:00:00,0.0,0.0,0.0,0.0
2050-02-06 05:00:00,0.0,0.0,0.0,0.0
2050-02-06 06:00:00,0.0,0.0,0.0,0.0
2050-02-06 07:00:00,0.0,0.0,0.0,0.0
2050-02-06 08:00:00,0.0,0.0,0.0,0.0
2050-02-06 09:00:00,0.0,0.0,0.0,0.0
2050-02-06 10:00:00,0.0,0.0,0.0,0.0
2050-02-06 11:00:00,0.0,0.0,0.0,0.0
2050-02-06 12:00:00,0.0,0.0,0.0,0.0
2050-02-06 13:00:00,0.0,0.0,0.0,0.0
2050-02-06 14:00:00,0.0,0.0,0.0,0.0
2050-02-06 15:00:00,0.0,0.0,0.0,0.0
2050-02-06 16:00:00,0.0,0.0,0.0,0.0
2050-02-06 17:00:00,0.0,0.0,0.0,0.0
2050-02-06 18:00:00,0.0,0.0,0.0,0.0
2050-02-06 19:00:00,0.0,0.0,0.0,0.0
2050-02-06 20:00:00,0.0,0.0,0.0,0.0
2050-02-06 21:00:00,0.0,0.0,0.0,0.0
2050-02-06 22:00:00,0.0,0.0,0.0,0.0
2050-02-06 23:00:00,0.0,0.0,0.0,0.0
2050-05-06 00:00:00,0.0,0.0,0.0,0.0
2050-05-06 01:00:00,0.0,0.0,0.0,0.0
2050-05-06 02:00:00,0.0,0.0,0.0,0.0
2050-05-06 03:00:00,0.0,0.0,0.0,0.0
2050-05-06 04:00:00,0.0,0.0,0.0,0.0
2050-05-06 05:00:00,0.0,0.0,0.0,0.0
2050-05-06 06:00:00,0.0,0.0,0.0,0.0
2050-05-06 07:00:00,0.0,0.0,0.0,0.0
2050-05-06 08:00:00,0.0,0.0,0.0,0.0
2050-05-06 09:00:00,0.0,0.0,0.0,0.0
2050-05-06 10:00:00,0.0,0.0,0.0,0.0
2050-05-06 11:00:00,0.0,0.0,0.0,0.0
2050-05-06 12:00:00,0.0,0.0,0.0,0.0
2050-05-06 13:00:00,0.0,0.0,0.0,0.0
2050-05-06 14:00:00,0.0,0.0,0.0,0.0
2050-05-06 15:00:00,0.0,0.0,0.0,0.0
2050-05-06 16:00:00,0.0,0.0,0.0,0.0
2050-05-06 17:00:00,0.0,0.0,0.0,0.0
2050-05-06 18:00:00,0.0,0.0,0.0,0.0
2050-05-06 19:00:00,0.0,0.0,0.0,0.0
2050-05-06 20:00:00,0.0,0.0,0.0,0.0
2050-05-06 21:00:00,0.0,0.0,0.0,0.0
2050-05-06 22:00:00,0.0,0.0,0.0,0.0
2050-05-06 23:00:00,0.0,0.0,0.0,0.0
2050-05-07 00:00:00,0.0,0.0,0.0,0.0
2050-05-07 01:00:00,0.0,0.0,0.0,0.0
2050-05-07 02:00:00,0.0,0.0,0.0,0.0
2050-05-07 03:00:00,0.0,0.0,0.0,0.0
2050-05-07 04:00:00,0.0,0.0,0.0,0.0
2050-05-07 05:00:00,0.0,0.0,0.0,0.0
2050-05-07 06:00:00,0.0,0.0,0.0,0.0
2050-05-07 07:00:00,0.0,0.0,0.0,0.0
2050-05-07 08:00:00,0.0,0.0,0.0,0.0
2050-05-07 09:00:00,0.0,0.0,0.0,0.0
2050-05-07 10:00:00,0.0,0.0,0.0,0.0
2050-05-07 11:00:00,0.0,0.0,0.0,0.0
2050-05-07 12:00:00,0.0,0.0,0.0,0.0
2050-05-07 13:00:00,0.0,0.0,0.0,0.0
2050-05-07 14:00:00,0.0,0.0,0.0,0.0
2050-05-07 15:00:00,0.0,0.0,0.0,0.0
2050-05-07 16:00:00,0.0,0.0,0.0,0.0
2050-05-07 17:00:00,0.0,0.0,0.0,0.0
2050-05-07 18:00:00,0.0,0.0,0.0,0.0
2050-05-07 19:00:00,0.0,0.0,0.0,0.0
2050-05-07 20:00:00,0.0,0.0,0.0,0.0
2050-05-07 21:00:00,0.0,0.0,0.0,0.0
2050-05-07 22:00:00,0.0,0.0,0.0,0.0
2050-05-07 23:00:00,0.0,0.0,0.0,0.0
2050-05-08 00:00:00,0.0,0.0,0.0,0.0
2050-05-08 01:00:00,0.0,0.0,0.0,0.0
2050-05-08 02:00:00,0.0,0.0,0.0,0.0
2050-05-08 03:00:00,0.0,0.0,0.0,0.0
2050-05-08 04:00:00,0.0,0.0,0.0,0.0
2050-05-08 05:00:00,0.0,0.0,0.0,0.0
2050-05-08 06:00:00,0.0,0.0,0.0,0.0
2050-05-08 07:00:00,0.0,0.0,0.0,0.0
2050-05-08 08:00:00,0.0,0.0,0.0,0.0
2050-05-08 09:00:00,0.0,0.0,0.0,0.0
2050-05-08 10:00:00,0.0,0.0,0.0,0.0
2050-05-08 11:00:00,0.0,0.0,0.0,0.0
2050-05-08 12:00:00,0.0,0.0,0.0,0.0
2050-05-08 13:00:00,0.0,0.0,0.0,0.0
2050-05-08 14:00:00,0.0,0.0,0.0,0.0
2050-05-08 15:00:00,0.0,0.0,0.0,0.0
2050-05-08 16:00:00,0.0,0.0,0.0,0.0
2050-05-08 17:00:00,0.0,0.0,0.0,0.0
2050-05-08 18:00:00,0.0,0.0,0.0,0.0
2050-05-08 19:00:00,0.0,0.0,0.0,0.0
2050-05-08 20:00:00,0.0,0.0,0.0,0.0
2050-05-08 21:00:00,0.0,0.0,0.0,0.0
2050-05-08 22:00:00,0.0,0.0,0.0,0.0
2050-05-08 23:00:00,0.0,0.0,0.0,0.0
2050-05-09 00:00:00,0.0,0.0,0.0,0.0
2050-05-09 01:00:00,0.0,0.0,0.0,0.0
2050-05-09 02:00:00,0.0,0.0,0.0,0.0
2050-05-09 03:00:00,0.0,0.0,0.0,0.0
2050-05-09 04:00:00,0.0,0.0,0.0,0.0
2050-05-09 05:00:00,0.0,0.0,0.0,0.0
2050-05-09 06:00:00,0.0,0.0,0.0,0.0
2050-05-09 07:00:00,0.0,0.0,0.0,0.0
2050-05-09 08:00:00,0.0,0.0,0.0,0.0
2050-05-09 09:00:00,0.0,0.0,0.0,0.0
2050-05-09 10:00:00,0.0,0.0,0.0,0.0
2050-05-09 11:00:00,0.0,0.0,0.0,0.0
2050-05-09 12:00:00,0.0,0.0,0.0,0.0
2050-05-09 13:00:00,0.0,0.0,0.0,0.0
2050-05-09 14:00:00,0.0,0.0,0.0,0.0
2050-05-09 15:00:00,0.0,0.0,0.0,0.0
2050-05-09 16:00:00,0.0,0.0,0.0,0.0
2050-05-09 17:00:00,0.0,0.0,0.0,0.0
2050-05-09 18:00:00,0.0,0.0,0.0,0.0
2050-05-09 19:00:00,0.0,0.0,0.0,0.0
2050-05-09 20:00:00,0.0,0.0,0.0,0.0
2050-05-09 21:00:00,0.0,0.0,0.0,0.0
2050-05-09 22:00:00,0.0,0.0,0.0,0.0
2050-05-09 23:00:00,0.0,0.0,0.0,0.0
2050-05-10 00:00:00,0.0,0.0,0.0,0.0
2050-05-10 01:00:00,0.0,0.0,0.0,0.0
2050-05-10 02:00:00,0.0,0.0,0.0,0.0
2050-05-10 03:00:00,0.0,0.0,0.0,0.0
2050-05-10 04:00:00,0.0,0.0,0.0,0.0
2050-05-10 05:00:00,0.0,0.0,0.0,0.0
2050-05-10 06:00:00,0.0,0.0,0.0,0.0
2050-05-10 07:00:00,0.0,0.0,0.0,0.0
2050-05-10 08:00:00,0.0,0.0,0.0,0.0
2050-05-10 09:00:00,0.0,0.0,0.0,0.0
2050-05-10 10:00:00,0.0,0.0,0.0,0.0
2050-05-10 11:00:00,0.0,0.0,0.0,0.0
2050-05-10 12:00:00,0.0,0.0,0.0,0.0
2050-05-10 13:00:00,0.0,0.0,0.0,0.0
2050-05-10 14:00:00,0.0,0.0,0.0,0.0
2050-05-10 15:00:00,0.0,0.0,0.0,0.0
2050-05-10 16:00:00,0.0,0.0,0.0,0.0
2050-05-10 17:00:00,0.0,0.0,0.0,0.0
2050-05-10 18:00:00,0.0,0.0,0.0,0.0
2050-05-10 19:00:00,0.0,0.0,0.0,0.0
2050-05-10 20:00:00,0.0,0.0,0.0,0.0
2050-05-10 21:00:00,0.0,0.0,0.0,0.0
2050-05-10 22:00:00,0.0,0.0,0.0,0.0
2050-05-10 23:00:00,0.0,0.0,0.0,0.0
2050-06-26 00:00:00,0.0,0.0,0.0,0.0
2050-06-26 01:00:00,0.0,0.0,0.0,0.0
2050-06-26 02:00:00,0.0,0.0,0.0,0.0
2050-06-26 03:00:00,0.0,0.0,0.0,0.0
2050-06-26 04:00:00,0.0,0.0,0.0,0.0
2050-06-26 05:00:00,0.0,0.0,0.0,0.0
2050-06-26 06:00:00,0.0,0.0,0.0,0.0
2050-06-26 07:00:00,0.0,0.0,0.0,0.0
2050-06-26 08:00:00,0.0,0.0,0.0,0.0
2050-06-26 09:00:00,0.0,0.0,0.0,0.0
2050-06-26 10:00:00,0.0,0.0,0.0,0.0
2050-06-26 11:00:00,0.0,0.0,0.0,0.0
2050-06-26 12:00:00,0.0,0.0,0.0,0.0
2050-06-26 13:00:00,0.0,0.0,0.0,0.0
2050-06-26 14:00:00,0.0,0.0,0.0,0.0
2050-06-26 15:00:00,0.0,0.0,0.0,0.0
2050-06-26 16:00:00,0.0,0.0,0.0,0.0
2050-06-26 17:00:00,0.0,0.0,0.0,0.0
2050-06-26 18:00:00,0.0,0.0,0.0,0.0
2050-06-26 19:00:00,0.0,0.0,0.0,0.0
2050-06-26 20:00:00,0.0,0.0,0.0,0.0
2050-06-26 21:00:00,0.0,0.0,0.0,0.0
2050-06-26 22:00:00,0.0,0.0,0.0,0.0
2050-06-26 23:00:00,0.0,0.0,0.0,0.0
2050-06-27 00:00:00,0.0,0.0,0.0,0.0
2050-06-27 01:00:00,0.0,0.0,0.0,0.0
2050-06-27 02:00:00,0.0,0.0,0.0,0.0
2050-06-27 03:00:00,0.0,0.0,0.0,0.0
2050-06-27 04:00:00,0.0,0.0,0.0,0.0
2050-06-27 05:00:00,0.0,0.0,0.0,0.0
2050-06-27 06:00:00,0.0,0.0,0.0,0.0
2050-06-27 07:00:00,0.0,0.0,0.0,0.0
2050-06-27 08:00:00,0.0,0.0,0.0,0.0
2050-06-27 09:00:00,0.0,0.0,0.0,0.0
2050-06-27 10:00:00,0.0,0.0,0.0,0.0
2050-06-27 11:00:00,0.0,0.0,0.0,0.0
2050-06-27 12:00:00,0.0,0.0,0.0,0.0
2050-06-27 13:00:00,0.0,0.0,0.0,0.0
2050-06-27 14:00:00,0.0,0.0,0.0,0.0
2050-06-27 15:00:00,0.0,0.0,0.0,0.0
2050-06-27 16:00:00,0.0,0.0,0.0,0.0
2050-06-27 17:00:00,0.0,0.0,0.0,0.0
2050-06-27 18:00:00,0.0,0.0,0.0,0.0
2050-06-27 19:00:00,0.0,0.0,0.0,0.0
2050-06-27 20:00:00,0.0,0.0,0.0,0.0
2050-06-27 21:00:00,0.0,0.0,0.0,0.0
2050-06-27 22:00:00,0.0,0.0,0.0,0.0
2050-06-27 23:00:00,0.0,0.0,0.0,0.0
2050-06-28 00:00:00,0.0,0.0,0.0,0.0
2050-06-28 01:00:00,0.0,0.0,0.0,0.0
2050-06-28 02:00:00,0.0,0.0,0.0,0.0
2050-06-28 03:00:00,0.0,0.0,0.0,0.0
2050-06-28 04:00:00,0.0,0.0,0.0,0.0
2050-06-28 05:00:00,0.0,0.0,0.0,0.0
2050-06-28 06:00:00,0.0,0.0,0.0,0.0
2050-06-28 07:00:00,0.0,0.0,0.0,0.0
2050-06-28 08:00:00,0.0,0.0,0.0,0.0
2050-06-28 09:00:00,0.0,0.0,0.0,0.0
2050-06-28 10:00:00,0.0,0.0,0.0,0.0
2050-06-28 11:00:00,0.0,0.0,0.0,0.0
2050-06-28 12:00:00,0.0,0.0,0.0,0.0
2050-06-28 13:00:00,0.0,0.0,0.0,0.0
2050-06-28 14:00:00,0.0,0.0,0.0,0.0
2050-06-28 15:00:00,0.0,0.0,0.0,0.0
2050-06-28 16:00:00,0.0,0.0,0.0,0.0
2050-06-28 17:00:00,0.0,0.0,0.0,0.0
2050-06-28 18:00:00,0.0,0.0,0.0,0.0
2050-06-28 19:00:00,0.0,0.0,0.0,0.0
2050-06-28 20:00:00,0.0,0.0,0.0,0.0
2050-06-28 21:00:00,0.0,0.0,0.0,0.0
2050-06-28 22:00:00,0.0,0.0,0.0,0.0
2050-06-28 23:00:00,0.0,0.0,0.0,0.0
2050-07-16 00:00:00,0.0,0.0,0.0,0.0
2050-07-16 01:00:00,0.0,0.0,0.0,0.0
2050-07-16 02:00:00,0.0,0.0,0.0,0.0
2050-07-16 03:00:00,0.0,0.0,0.0,0.0
2050-07-16 04:00:00,0.0,0.0,0.0,0.0
2050-07-16 05:00:00,0.0,0.0,0.0,0.0
2050-07-16 06:00:00,0.0,0.0,0.0,0.0
2050-07-16 07:00:00,0.0,0.0,0.0,0.0
2050-07-16 08:00:00,0.0,0.0,0.0,0.0
2050-07-16 09:00:00,0.0,0.0,0.0,0.0
2050-07-16 10:00:00,0.0,0.0,0.0,0.0
2050-07-16 11:00:00,0.0,0.0,0.0,0.0
2050-07-16 12:00:00,0.0,0.0,0.0,0.0
2050-07-16 13:00:00,0.0,0.0,0.0,0.0
2050-07-16 14:00:00,0.0,0.0,0.0,0.0
2050-07-16 15:00:00,0.0,0.0,0.0,0.0
2050-07-16 16:00:00,0.0,0.0,0.0,0.0
2050-07-16 17:00:00,0.0,0.0,0.0,0.0
2050-07-16 18:00:00,0.0,0.0,0.0,0.0
2050-07-16 19:00:00,0.0,0.0,0.0,0.0
2050-07-16 20:00:00,0.0,0.0,0.0,0.0
2050-07-16 21:00:00,0.0,0.0,0.0,0.0
2050-07-16 22:00:00,0.0,0.0,0.0,0.0
2050-07-16 23:00:00,0.0,0.0,0.0,0.0
2050-07-17 00:00:00,0.0,0.0,0.0,0.0
2050-07-17 01:00:00,0.0,0.0,0.0,0.0
2050-07-17 02:00:00,0.0,0.0,0.0,0.0
2050-07-17 03:00:00,0.0,0.0,0.0,0.0
2050-07-17 04:00:00,0.0,0.0,0.0,0.0
2050-07-17 05:00:00,0.0,0.0,0.0,0.0
2050-07-17 06:00:00,0.0,0.0,0.0,0.0
2050-07-17 07:00:00,0.0,0.0,0.0,0.0
2050-07-17 08:00:00,0.0,0.0,0.0,0.0
2050-07-17 09:00:00,0.0,0.0,0.0,0.0
2050-07-17 10:00:00,0.0,0.0,0.0,0.0
2050-07-17 11:00:00,0.0,0.0,0.0,0.0
2050-07-17 12:00:00,0.0,0.0,0.0,0.0
2050-07-17 13:00:00,0.0,0.0,0.0,0.0
2050-07-17 14:00:00,0.0,0.0,0.0,0.0
2050-07-17 15:00:00,0.0,0.0,0.0,0.0
2050-07-17 16:00:00,0.0,0.0,0.0,0.0
2050-07-17 17:00:00,0.0,0.0,0.0,0.0
2050-07-17 18:00:00,0.0,0.0,0.0,0.0
2050-07-17 19:00:00,0.0,0.0,0.0,0.0
2050-07-17 20:00:00,0.0,0.0,0.0,0.0
2050-07-17 21:00:00,0.0,0.0,0.0,0.0
2050-07-17 22:00:00,0.0,0.0,0.0,0.0
2050-07-17 23:00:00,0.0,0.0,0.0,0.0
2050-07-18 00:00:00,0.0,0.0,0.0,0.0
2050-07-18 01:00:00,0.0,0.0,0.0,0.0
2050-07-18 02:00:00,0.0,0.0,0.0,0.0
2050-07-18 03:00:00,0.0,0.0,0.0,0.0
2050-07-18 04:00:00,0.0,0.0,0.0,0.0
2050-07-18 05:00:00,0.0,0.0,0.0,0.0
2050-07-18 06:00:00,0.0,0.0,0.0,0.0
2050-07-18 07:00:00,0.0,0.0,0.0,0.0
2050-07-18 08:00:00,0.0,0.0,0.0,0.0
2050-07-18 09:00:00,0.0,0.0,0.0,0.0
2050-07-18 10:00:00,0.0,0.0,0.0,0.0
2050-07-18 11:00:00,0.0,0.0,0.0,0.0
2050-07-18 12:00:00,0.0,0.0,0.0,0.0
2050-07-18 13:00:00,0.0,0.0,0.0,0.0
2050-07-18 14:00:00,0.0,0.0,0.0,0.0
2050-07-18 15:00:00,0.0,0.0,0.0,0.0
2050-07-18 16:00:00,0.0,0.0,0.0,0.0
2050-07-18 17:00:00,0.0,0.0,0.0,0.0
2050-07-18 18:00:00,0.0,0.0,0.0,0.0
2050-07-18 19:00:00,0.0,0.0,0.0,0.0
2050-07-18 20:00:00,0.0,0.0,0.0,0.0
2050-07-18 21:00:00,0.0,0.0,0.0,0.0
2050-07-18 22:00:00,0.0,0.0,0.0,0.0
2050-07-18 23:00:00,0.0,0.0,0.0,0.0
2050-07-19 00:00:00,0.0,0.0,0.0,0.0
2050-07-19 01:00:00,0.0,0.0,0.0,0.0
2050-07-19 02:00:00,0.0,0.0,0.0,0.0
2050-07-19 03:00:00,0.0,0.0,0.0,0.0
2050-07-19 04:00:00,0.0,0.0,0.0,0.0
2050-07-19 05:00:00,0.0,0.0,0.0,0.0
2050-07-19 06:00:00,0.0,0.0,0.0,0.0
2050-07-19 07:00:00,0.0,0.0,0.0,0.0
2050-07-19 08:00:00,0.0,0.0,0.0,0.0
2050-07-19 09:00:00,0.0,0.0,0.0,0.0
2050-07-19 10:00:00,0.0,0.0,0.0,0.0
2050-07-19 11:00:00,0.0,0.0,0.0,0.0
2050-07-19 12:00:00,0.0,0.0,0.0,0.0
2050-07-19 13:00:00,0.0,0.0,0.0,0.0
2050-07-19 14:00:00,0.0,0.0,0.0,0.0
2050-07-19 15:00:00,0.0,0.0,0.0,0.0
2050-07-19 16:00:00,0.0,0.0,0.0,0.0
2050-07-19 17:00:00,0.0,0.0,0.0,0.0
2050-07-19 18:00:00,0.0,0.0,0.0,0.0
2050-07-19 19:00:00,0.0,0.0,0.0,0.0
2050-07-19 20:00:00,0.0,0.0,0.0,0.0
2050-07-19 21:00:00,0.0,0.0,0.0,0.0
2050-07-19 22:00:00,0.0,0.0,0.0,0.0
2050-07-19 23:00:00,0.0,0.0,0.0,0.0
2050-07-20 00:00:00,0.0,0.0,0.0,0.0
2050-07-20 01:00:00,0.0,0.0,0.0,0.0
2050-07-20 02:00:00,0.0,0.0,0.0,0.0
2050-07-20 03:00:00,0.0,0.0,0.0,0.0
2050-07-20 04:00:00,0.0,0.0,0.0,0.0
2050-07-20 05:00:00,0.0,0.0,0.0,0.0
2050-07-20 06:00:00,0.0,0.0,0.0,0.0
2050-07-20 07:00:00,0.0,0.0,0.0,0.0
2050-07-20 08:00:00,0.0,0.0,0.0,0.0
2050-07-20 09:00:00,0.0,0.0,0.0,0.0
2050-07-20 10:00:00,0.0,0.0,0.0,0.0
2050-07-20 11:00:00,0.0,0.0,0.0,0.0
2050-07-20 12:00:00,0.0,0.0,0.0,0.0
2050-07-20 13:00:00,0.0,0.0,0.0,0.0
2050-07-20 14:00:00,0.0,0.0,0.0,0.0
2050-07-20 15:00:00,0.0,0.0,0.0,0.0
2050-07-20 16:00:00,0.0,0.0,0.0,0.0
2050-07-20 17:00:00,0.0,0.0,0.0,0.0
2050-07-20 18:00:00,0.0,0.0,0.0,0.0
2050-07-20 19:00:00,0.0,0.0,0.0,0.0
2050-07-20 20:00:00,0.0,0.0,0.0,0.0
2050-07-20 21:00:00,0.0,0.0,0.0,0.0
2050-07-20 22:00:00,0.0,0.0,0.0,0.0
2050-07-20 23:00:00,0.0,0.0,0.0,0.0
2050-08-01 00:00:00,0.0,0.0,0.0,0.0
2050-08-01 01:00:00,0.0,0.0,0.0,0.0
2050-08-01 02:00:00,0.0,0.0,0.0,0.0
2050-08-01 03:00:00,0.0,0.0,0.0,0.0
2050-08-01 04:00:00,0.0,0.0,0.0,0.0
2050-08-01 05:00:00,0.0,0.0,0.0,0.0
2050-08-01 06:00:00,0.0,0.0,0.0,0.0
2050-08-01 07:00:00,0.0,0.0,0.0,0.0
2050-08-01 08:00:00,0.0,0.0,0.0,0.0
2050-08-01 09:00:00,0.0,0.0,0.0,0.0
2050-08-01 10:00:00,0.0,0.0,0.0,0.0
2050-08-01 11:00:00,0.0,0.0,0.0,0.0
2050-08-01 12:00:00,0.0,0.0,0.0,0.0
2050-08-01 13:00:00,0.0,0.0,0.0,0.0
2050-08-01 14:00:00,0.0,0.0,0.0,0.0
2050-08-01 15:00:00,0.0,0.0,0.0,0.0
2050-08-01 16:00:00,0.0,0.0,0.0,0.0
2050-08-01 17:00:00,0.0,0.0,0.0,0.0
2050-08-01 18:00:00,0.0,0.0,0.0,0.0
2050-08-01 19:00:00,0.0,0.0,0.0,0.0
2050-08-01 20:00:00,0.0,0.0,0.0,0.0
2050-08-01 21:00:00,0.0,0.0,0.0,0.0
2050-08-01 22:00:00,0.0,0.0,0.0,0.0
2050-08-01 23:00:00,0.0,0.0,0.0,0.0
2050-08-02 00:00:00,0.0,0.0,0.0,0.0
2050-08-02 01:00:00,0.0,0.0,0.0,0.0
2050-08-02 02:00:00,0.0,0.0,0.0,0.0
2050-08-02 03:00:00,0.0,0.0,0.0,0.0
2050-08-02 04:00:00,0.0,0.0,0.0,0.0
2050-08-02 05:00:00,0.0,0.0,0.0,0.0
2050-08-02 06:00:00,0.0,0.0,0.0,0.0
2050-08-02 07:00:00,0.0,0.0,0.0,0.0
2050-08-02 08:00:00,0.0,0.0,0.0,0.0
2050-08-02 09:00:00,0.0,0.0,0.0,0.0
2050-08-02 10:00:00,0.0,0.0,0.0,0.0
2050-08-02 11:00:00,0.0,0.0,0.0,0.0
2050-08-02 12:00:00,0.0,0.0,0.0,0.0
2050-08-02 13:00:00,0.0,0.0,0.0,0.0
2050-08-02 14:00:00,0.0,0.0,0.0,0.0
2050-08-02 15:00:00,0.0,0.0,0.0,0.0
2050-08-02 16:00:00,0.0,0.0,0.0,0.0
2050-08-02 17:00:00,0.0,0.0,0.0,0.0
2050-08-02 18:00:00,0.0,0.0,0.0,0.0
2050-08-02 19:00:00,0.0,0.0,0.0,0.0
2050-08-02 20:00:00,0.0,0.0,0.0,0.0
2050-08-02 21:00:00,0.0,0.0,0.0,0.0
2050-08-02 22:00:00,0.0,0.0,0.0,0.0
2050-08-02 23:00:00,0.0,0.0,0.0,0.0
2050-08-03 00:00:00,0.0,0.0,0.0,0.0
